a|\ˈā\
barracudas|\ˌber-ə-ˈkü-də, ˌba-rə-\
barrage|\ˈbär-ij\
barraged|\ˈbär-ij\
barrages|\ˈbär-ij\
barraging|\ˈbär-ij\
barratry|\ˈber-ə-trē, ˈba-rə-\
barre|\ˈbär\
barred|\ˈbärd\
barrel|\ˈber-əl, ˈba-rəl\
barreled|\ˈber-əl, ˈba-rəl\
barreling|\ˈber-əl, ˈba-rəl\
barrelled|\ˈber-əl, ˈba-rəl\
barrelling|\ˈber-əl, ˈba-rəl\
barrels|\ˈber-əl, ˈba-rəl\
barren|\ˈber-ən, ˈba-rən\
barrener|\ˈber-ən, ˈba-rən\
barrenest|\ˈber-ən, ˈba-rən\
barrenly|\ˈber-ən, ˈba-rən\
barrenness|\ˈber-ən, ˈba-rən\
barrens|\ˈber-ən, ˈba-rən\
barrette|\bä-ˈret, bə-\
barrettes|\bä-ˈret, bə-\
barricade|\ˈber-ə-ˌkād, ˈba-rə-, ˌber-ə-ˈ, ˌba-rə-ˈ\
barricaded|\ˈber-ə-ˌkād, ˈba-rə-, ˌber-ə-ˈ, ˌba-rə-ˈ\
barricades|\ˈber-ə-ˌkād, ˈba-rə-, ˌber-ə-ˈ, ˌba-rə-ˈ\
barricading|\ˈber-ə-ˌkād, ˈba-rə-, ˌber-ə-ˈ, ˌba-rə-ˈ\
barrier|\ˈber-ē-ər, ˈba-rē-\
barriers|\ˈber-ē-ər, ˈba-rē-\
barring|\ˈbär-iŋ\
barrio|\ˈbär-ē-ˌō, ˈber-, ˈba-rē-\
barrios|\ˈbär-ē-ˌō, ˈber-, ˈba-rē-\
barrister|\ˈber-ə-stər, ˈba-rə-\
barristers|\ˈber-ə-stər, ˈba-rə-\
barroom|\ˈbär-ˌrüm, -ˌru̇m\
barrooms|\ˈbär-ˌrüm, -ˌru̇m\
barrow|\ˈber-(ˌ)ō, ˈba-(ˌ)rō\
barrows|\ˈber-(ˌ)ō, ˈba-(ˌ)rō\
bars|\ˈbär\
bartend|\ˈbär-ˌten-dər\
bartended|\ˈbär-ˌten-dər\
bartender|\ˈbär-ˌten-dər\
bartenders|\ˈbär-ˌten-dər\
bartending|\ˈbär-ˌten-dər\
bartends|\ˈbär-ˌten-dər\
barter|\ˈbär-tər\
bartered|\ˈbär-tər\
barterer|\ˈbär-tər\
barterers|\ˈbär-tər\
bartering|\ˈbär-tər\
barters|\ˈbär-tər\
bartizan|\ˈbär-tə-zən, ˌbär-tə-ˈzan\
bartizans|\ˈbär-tə-zən, ˌbär-tə-ˈzan\
bartlett|\ˈbärt-lət\
bartletts|\ˈbärt-lət\
barware|\ˈbär-ˌwer\
barwares|\ˈbär-ˌwer\
baryon|\ˈber-ē-ˌän, ˈba-rē-\
baryonic|\ˈber-ē-ˌän, ˈba-rē-\
baryons|\ˈber-ē-ˌän, ˈba-rē-\
basal|\ˈbā-səl, -zəl\
basally|\ˈbā-səl, -zəl\
basalt|\bə-ˈsȯlt, ˈbā-ˌ\
basaltic|\bə-ˈsȯlt, ˈbā-ˌ\
basalts|\bə-ˈsȯlt, ˈbā-ˌ\
base|\ˈbās\
baseball|\ˈbās-ˌbȯl\
baseballs|\ˈbās-ˌbȯl\
baseboard|\-ˌbȯrd\
baseboards|\-ˌbȯrd\
baseborn|\-ˈbȯrn\
based|\ˈbās\
baseless|\ˈbās\
baseline|\ˈbās-ˌlīn\
baselines|\ˈbās-ˌlīn\
basely|\ˈbās\
basement|\ˈbās-mənt\
basements|\ˈbās-mənt\
baseness|\ˈbās\
baseplate|\ˈbās-ˌplāt\
baser|\ˈbās\
basest|\ˈbās\
bash|\ˈbash\
bashed|\ˈbash\
basher|\ˈbash\
bashers|\ˈbash\
bashes|\ˈbash\
bashful|\ˈbash-fəl\
bashfully|\ˈbash-fəl\
bashfulness|\ˈbash-fəl\
bashing|\ˈbash\
basic|\ˈbā-sik also -zik\
basically|\ˈbā-si-k(ə-)lē also -zi-\
basicity|\ˈbā-sik also -zik\
basics|\ˈbā-sik also -zik\
basified|\ˈbā-sə-ˌfī\
basifies|\ˈbā-sə-ˌfī\
basify|\ˈbā-sə-ˌfī\
basifying|\ˈbā-sə-ˌfī\
basil|\ˈba-zəl, ˈbā-, -səl\
basilar|\ˈba-zə-lər, -sə- also ˈbā-\
basilica|\bə-ˈsi-li-kə also -ˈzi-\
basilicas|\bə-ˈsi-li-kə also -ˈzi-\
basilisk|\ˈba-sə-ˌlisk, ˈba-zə-\
basilisks|\ˈba-sə-ˌlisk, ˈba-zə-\
basils|\ˈba-zəl, ˈbā-, -səl\
basin|\ˈbā-sən\
basined|\ˈbā-sən\
basinet|\ˌba-sə-ˈnet\
basinets|\ˌba-sə-ˈnet\
basing|\ˈbās\
basins|\ˈbā-sən\
basis|\ˈbā-səs\
bask|\ˈbask\
basked|\ˈbask\
basket|\ˈbas-kit, British also ˈbäs-\
basketball|\-ˌbȯl\
basketballs|\-ˌbȯl\
basketful|\ˈbas-kit-ˌfu̇l\
basketfuls|\ˈbas-kit-ˌfu̇l\
basketlike|\ˈbas-kit, British also ˈbäs-\
basketries|\ˈbas-ki-trē\
basketry|\ˈbas-ki-trē\
baskets|\ˈbas-kit, British also ˈbäs-\
basketwork|\ˈbas-kit-ˌwərk\
basking|\ˈbask\
basks|\ˈbask\
basque|\ˈbask, ˈbäsk\
basques|\ˈbask, ˈbäsk\
bass|\ˈbas\
basses|\ˈbas\
bassi|\ˈba-(ˌ)sō, ˈbä-\
bassinet|\ˌba-sə-ˈnet, ˈba-sə-ˌ\
bassinets|\ˌba-sə-ˈnet, ˈba-sə-ˌ\
bassist|\ˈbā-sist\
bassists|\ˈbā-sist\
basso|\ˈba-(ˌ)sō, ˈbä-\
bassoon|\bə-ˈsün, ba-\
bassoonist|\bə-ˈsün, ba-\
bassoonists|\bə-ˈsün, ba-\
bassoons|\bə-ˈsün, ba-\
bassos|\ˈba-(ˌ)sō, ˈbä-\
basswood|\ˈbas-ˌwu̇d\
basswoods|\ˈbas-ˌwu̇d\
bast|\ˈbast\
bastard|\ˈbas-tərd\
bastardies|\ˈbas-tər-dē\
bastardization|\ˈbas-tər-ˌdīz\
bastardizations|\ˈbas-tər-ˌdīz\
bastardize|\ˈbas-tər-ˌdīz\
bastardized|\ˈbas-tər-ˌdīz\
bastardizes|\ˈbas-tər-ˌdīz\
bastardizing|\ˈbas-tər-ˌdīz\
bastardly|\ˈbas-tərd\
bastards|\ˈbas-tərd\
bastardy|\ˈbas-tər-dē\
baste|\ˈbāst\
basted|\ˈbāst\
baster|\ˈbāst\
basters|\ˈbāst\
bastes|\ˈbāst\
bastille|\ba-ˈstēl\
bastilles|\ba-ˈstēl\
bastinado|\ˌbas-tə-ˈnā-(ˌ)dō, -ˈnä-\
bastinadoes|\ˌbas-tə-ˈnā-(ˌ)dō, -ˈnä-\
bastion|\ˈbas-chən\
bastioned|\ˈbas-chən\
bastions|\ˈbas-chən\
basts|\ˈbast\
bat|\ˈbat\
batboy|\ˈbat-ˌbȯi\
batboys|\ˈbat-ˌbȯi\
batch|\ˈbach\
batched|\ˈbach\
batcher|\ˈbach\
batchers|\ˈbach\
batches|\ˈbach\
batching|\ˈbach\
bate|\ˈbāt\
bateau|\ba-ˈtō\
bateaux|\ba-ˈtō\
bated|\ˈbāt\
bates|\ˈbāts\
batfish|\ˈbat-ˌfish\
bath|\ˈbath, ˈbäth\
bathe|\ˈbāth\
bathed|\ˈbath, ˈbäth\
bather|\ˈbāth\
bathers|\ˈbāth\
bathes|\ˈbāth\
bathetic|\bə-ˈthe-tik\
bathetically|\bə-ˈthe-tik\
bathhouse|\ˈbath-ˌhau̇s, ˈbäth-\
bathhouses|\ˈbath-ˌhau̇s, ˈbäth-\
bathing|\ˈbath, ˈbäth\
batholith|\ˈba-thə-ˌlith\
batholithic|\ˈba-thə-ˌlith\
batholiths|\ˈba-thə-ˌlith\
bathos|\ˈbā-ˌthäs\
bathoses|\ˈbā-ˌthäs\
bathrobe|\ˈbath-ˌrōb, ˈbäth-\
bathrobes|\ˈbath-ˌrōb, ˈbäth-\
bathroom|\-ˌrüm, -ˌru̇m\
bathrooms|\-ˌrüm, -ˌru̇m\
baths|\ˈbath, ˈbäth\
bathtub|\-ˌtəb\
bathtubs|\-ˌtəb\
bathyscaph|\ˈba-thi-ˌskaf, -ˌskāf\
bathyscaphe|\ˈba-thi-ˌskaf, -ˌskāf\
bathyscaphes|\ˈba-thi-ˌskaf, -ˌskāf\
bathysphere|\-ˌsfir\
bathyspheres|\-ˌsfir\
batik|\bə-ˈtēk, ˈba-tik\
batiks|\bə-ˈtēk, ˈba-tik\
bating|\ˈbā-tiŋ\
batiste|\bə-ˈtēst, ba-\
batistes|\bə-ˈtēst, ba-\
batman|\ˈbat-mən\
batmen|\ˈbat-mən\
baton|\bə-ˈtän, ba- also ˈba-tən\
batons|\bə-ˈtän, ba- also ˈba-tən\
batrachian|\bə-ˈtrā-kē-ən\
batrachians|\bə-ˈtrā-kē-ən\
bats|\ˈbats\
batsman|\ˈbats-mən\
batsmen|\ˈbats-mən\
battalion|\bə-ˈtal-yən\
battalions|\bə-ˈtal-yən\
batteaux|\ba-ˈtō\
batted|\ˈbat\
batten|\ˈba-tən\
battened|\ˈba-tən\
battening|\ˈba-tən\
battens|\ˈba-tən\
batter|\ˈba-tər\
battered|\ˈba-tər\
batteries|\ˌba-tə-ˈrē\
battering|\ˈba-tər\
batters|\ˈba-tər\
battery|\ˈba-t(ə-)rē\
battier|\ˈba-tē\
battiest|\ˈba-tē\
battiness|\ˈba-tē\
batting|\ˈba-tiŋ\
battings|\ˈba-tiŋ\
battle|\ˈba-təl\
battled|\ˈba-təl\
battlefield|\ˈba-təl-ˌfēld\
battlefields|\ˈba-təl-ˌfēld\
battlefront|\-ˌfrənt\
battleground|\-ˌgrau̇nd\
battlegrounds|\-ˌgrau̇nd\
battlement|\ˈba-təl-mənt\
battlemented|\ˈba-təl-mənt\
battlements|\ˈba-təl-mənt\
battles|\ˈba-təl\
battleship|\ˈba-təl-ˌship\
battleships|\ˈba-təl-ˌship\
battlewagon|\-ˌwa-gən\
battling|\ˈba-təl\
batts|\ˈbat\
batty|\ˈba-tē\
bauble|\ˈbȯ-bəl, ˈbä-\
baubles|\ˈbȯ-bəl, ˈbä-\
baud|\ˈbȯd, ˈbäd, British ˈbōd\
bauds|\ˈbȯd, ˈbäd, British ˈbōd\
bauxite|\ˈbȯk-ˌsīt, ˈbäk-\
bauxites|\ˈbȯk-ˌsīt, ˈbäk-\
bavarian|\bə-ˈver-ē-ən\
bawd|\ˈbȯd\
bawdier|\ˈbȯ-dē\
bawdies|\ˈbȯ-dē\
bawdiest|\ˈbȯ-dē\
bawdily|\ˈbȯ-dē\
bawdiness|\ˈbȯ-dē\
bawdries|\ˈbȯ-drē\
bawdry|\ˈbȯ-drē\
bawds|\ˈbȯd\
bawdy|\ˈbȯ-dē\
bawl|\ˈbȯl\
bawled|\ˈbȯl\
bawler|\ˈbȯl\
bawlers|\ˈbȯl\
bawling|\ˈbȯl\
bawls|\ˈbȯl\
bay|\ˈbā\
bayberries|\ˈbā-ˌber-ē, -ˌbe-rē\
bayberry|\ˈbā-ˌber-ē, -ˌbe-rē\
bayed|\ˈbā\
baying|\ˈbā\
bayonet|\ˈbā-ə-nət, -ˌnet, ˌbā-ə-ˈnet\
bayoneted|\ˈbā-ə-nət, -ˌnet, ˌbā-ə-ˈnet\
bayoneting|\ˈbā-ə-nət, -ˌnet, ˌbā-ə-ˈnet\
bayonets|\ˈbā-ə-nət, -ˌnet, ˌbā-ə-ˈnet\
bayonetted|\ˈbā-ə-nət, -ˌnet, ˌbā-ə-ˈnet\
bayonetting|\ˈbā-ə-nət, -ˌnet, ˌbā-ə-ˈnet\
bayou|\ˈbī-(ˌ)ü, -(ˌ)ō\
bayous|\ˈbī-(ˌ)ü, -(ˌ)ō\
bays|\ˈbā\
bazaar|\bə-ˈzär\
bazaars|\bə-ˈzär\
bazooka|\bə-ˈzü-kə\
bazookas|\bə-ˈzü-kə\
bb|\ˈbē-(ˌ)bē\
be|\ˈbē\
beach|\ˈbēch\
beachboy|\-ˌbȯi\
beachboys|\-ˌbȯi\
beachcomber|\ˈbēch-ˌkō-mər\
beachcombers|\ˈbēch-ˌkō-mər\
beached|\ˈbēch\
beaches|\ˈbēch\
beachhead|\ˈbēch-ˌhed\
beachheads|\ˈbēch-ˌhed\
beachier|\ˈbē-chē\
beachiest|\ˈbē-chē\
beaching|\ˈbēch\
beachy|\ˈbē-chē\
beacon|\ˈbē-kən\
beaconed|\ˈbē-kən\
beaconing|\ˈbē-kən\
beacons|\ˈbē-kən\
bead|\ˈbēd\
beaded|\ˈbēd\
beadier|\ˈbē-dē\
beadiest|\ˈbē-dē\
beadily|\ˈbē-dē\
beadle|\ˈbē-dəl\
beadles|\ˈbē-dəl\
beadroll|\ˈbēd-ˌrōl\
beadrolls|\ˈbēd-ˌrōl\
beads|\ˈbēd\
beadsman|\ˈbēdz-mən\
beadsmen|\ˈbēdz-mən\
beadwork|\ˈbēd-ˌwərk\
beadworks|\ˈbēd-ˌwərk\
beady|\ˈbē-dē\
beagle|\ˈbē-gəl\
beagles|\ˈbē-gəl\
beak|\ˈbēk\
beaked|\ˈbēk\
beaker|\ˈbē-kər\
beakers|\ˈbē-kər\
beakier|\ˈbēk\
beakiest|\ˈbēk\
beaks|\ˈbēk\
beaky|\ˈbēk\
beam|\ˈbēm\
beamed|\ˈbēm\
beamier|\ˈbē-mē\
beaming|\ˈbēm\
beamish|\ˈbē-mish\
beams|\ˈbēm\
beamy|\ˈbē-mē\
bean|\ˈbēn\
beanbag|\ˈbēn-ˌbag\
beanbags|\ˈbēn-ˌbag\
beanball|\-ˌbȯl\
beanballs|\-ˌbȯl\
beaned|\ˈbēn\
beaneries|\ˈbēn-rē, ˈbē-nə-\
beanery|\ˈbēn-rē, ˈbē-nə-\
beanie|\ˈbē-nē\
beanies|\ˈbē-nē\
beaning|\ˈbēn\
beano|\ˈbē-(ˌ)nō\
beanpole|\ˈbēn-ˌpō(ə)l\
beanpoles|\ˈbēn-ˌpō(ə)l\
beans|\ˈbēn\
bear|\ˈber\
bearable|\ˈber-ə-bəl\
bearably|\ˈber-ə-bəl\
bearberries|\-ˌber-ē, -ˌbe-rē\
bearberry|\-ˌber-ē, -ˌbe-rē\
beard|\ˈbird\
bearded|\ˈbird\
bearding|\ˈbird\
beardless|\ˈbird\
beards|\ˈbird\
bearer|\ˈber-ər\
bearers|\ˈber-ər\
bearish|\ˈber-ish\
bears|\ˈber\
bearskin|\ˈber-ˌskin\
bearskins|\ˈber-ˌskin\
beast|\ˈbēst\
beastie|\ˈbē-stē\
beasties|\ˈbē-stē\
beastlier|\ˈbēst-lē\
beastliest|\ˈbēst-lē\
beastliness|\ˈbēst-lē\
beastly|\ˈbēst-lē\
beasts|\ˈbēst\
beat|\ˈbēt\
beatable|\ˈbēt\
beaten|\ˈbē-tən\
beater|\ˈbē-tər\
beaters|\ˈbē-tər\
beatific|\ˌbē-ə-ˈti-fik\
beatifically|\ˌbē-ə-ˈti-fik\
beatification|\bē-ˈa-tə-ˌfī\
beatified|\bē-ˈa-tə-ˌfī\
beatifies|\bē-ˈa-tə-ˌfī\
beatify|\bē-ˈa-tə-ˌfī\
beatifying|\bē-ˈa-tə-ˌfī\
beating|\ˈbē-tiŋ\
beatings|\ˈbē-tiŋ\
beatitude|\bē-ˈa-tə-ˌtüd, -ˌtyüd\
beatitudes|\bē-ˈa-tə-ˌtüd, -ˌtyüd\
beatnik|\ˈbēt-nik\
beatniks|\ˈbēt-nik\
beats|\ˈbēt\
beau|\ˈbō\
beaucoup|\ˈbō-(ˌ)kü\
beaufort|\ˈbō-fərt\
beaujolais|\ˌbō-zhō-ˈlā, -zhə-\
beaumont|\ˈbō-ˌmänt, -mənt\
beaus|\ˈbō\
beaut|\ˈbyüt\
beauteous|\ˈbyü-tē-əs\
beauteously|\ˈbyü-tē-əs\
beautician|\byü-ˈti-shən\
beauticians|\byü-ˈti-shən\
beauties|\ˈbyü-tē\
beautification|\ˈbyü-tə-ˌfī\
beautified|\ˈbyü-tə-ˌfī\
beautifier|\ˈbyü-tə-ˌfī\
beautifiers|\ˈbyü-tə-ˌfī\
beautifies|\ˈbyü-tə-ˌfī\
beautiful|\ˈbyü-ti-fəl\
beautifully|\ˈbyü-ti-fəl\
beautify|\ˈbyü-tə-ˌfī\
beautifying|\ˈbyü-tə-ˌfī\
beauts|\ˈbyüt\
beauty|\ˈbyü-tē\
beaux|\ˈbō\
beaver|\ˈbē-vər\
beavered|\ˈbē-vər\
beavering|\ˈbē-vər\
beavers|\ˈbē-vər\
bebop|\ˈbē-ˌbäp\
bebopper|\ˈbē-ˌbäp\
beboppers|\ˈbē-ˌbäp\
bebops|\ˈbē-ˌbäp\
becalm|\bi-ˈkä(l)m\
becalmed|\bi-ˈkä(l)m\
becalming|\bi-ˈkä(l)m\
becalms|\bi-ˈkä(l)m\
became|\bi-ˈkəm, bē-\
because|\bi-ˈkȯz, -ˈkəz, -ˈkȯs, bē-\
bechamel|\ˌbā-shə-ˈmel\
bechamels|\ˌbā-shə-ˈmel\
beck|\ˈbek\
becked|\ˈbek\
becking|\ˈbek\
beckon|\ˈbe-kən\
beckoned|\ˈbe-kən\
beckoning|\ˈbe-kən\
beckons|\ˈbe-kən\
becks|\ˈbek\
becloud|\bi-ˈklau̇d, bē-\
beclouded|\bi-ˈklau̇d, bē-\
beclouding|\bi-ˈklau̇d, bē-\
beclouds|\bi-ˈklau̇d, bē-\
become|\bi-ˈkəm, bē-\
becomes|\bi-ˈkəm, bē-\
becoming|\-ˈkə-miŋ\
becomingly|\-ˈkə-miŋ\
bed|\ˈbed\
bedaub|\bi-ˈdȯb, -ˈdäb, bē-\
bedaubed|\bi-ˈdȯb, -ˈdäb, bē-\
bedaubing|\bi-ˈdȯb, -ˈdäb, bē-\
bedaubs|\bi-ˈdȯb, -ˈdäb, bē-\
bedazzle|\bi-ˈda-zəl, bē-\
bedazzled|\bi-ˈda-zəl, bē-\
bedazzlement|\bi-ˈda-zəl, bē-\
bedazzles|\bi-ˈda-zəl, bē-\
bedazzling|\bi-ˈda-zəl, bē-\
bedbug|\ˈbed-ˌbəg\
bedbugs|\ˈbed-ˌbəg\
bedclothes|\ˈbed-ˌklō(th)z\
bedcover|\-ˌkə-vər\
bedcovers|\-ˌkə-vər\
bedded|\ˈbe-dəd\
bedder|\ˈbe-dər\
bedders|\ˈbe-dər\
bedding|\ˈbe-diŋ\
beddings|\ˈbe-diŋ\
bedeck|\bi-ˈdek, bē-\
bedecked|\bi-ˈdek, bē-\
bedecking|\bi-ˈdek, bē-\
bedecks|\bi-ˈdek, bē-\
bedevil|\bi-ˈde-vəl, bē-\
bedeviled|\bi-ˈde-vəl, bē-\
bedeviling|\bi-ˈde-vəl, bē-\
bedevilled|\bi-ˈde-vəl, bē-\
bedevilling|\bi-ˈde-vəl, bē-\
bedevilment|\bi-ˈde-vəl, bē-\
bedevils|\bi-ˈde-vəl, bē-\
bedew|\bi-ˈdü, -ˈdyü, bē-\
bedewed|\bi-ˈdü, -ˈdyü, bē-\
bedewing|\bi-ˈdü, -ˈdyü, bē-\
bedews|\bi-ˈdü, -ˈdyü, bē-\
bedfast|\ˈbed-ˌfast\
bedfellow|\-ˌfe-(ˌ)lō\
bedfellows|\-ˌfe-(ˌ)lō\
bedight|\bi-ˈdīt, bē-\
bedighted|\bi-ˈdīt, bē-\
bedim|\bi-ˈdim, bē-\
bedimmed|\bi-ˈdim, bē-\
bedimming|\bi-ˈdim, bē-\
bedims|\bi-ˈdim, bē-\
bedizen|\bi-ˈdī-zən, -ˈdi-, bē-\
bedizened|\bi-ˈdī-zən, -ˈdi-, bē-\
bedizening|\bi-ˈdī-zən, -ˈdi-, bē-\
bedizens|\bi-ˈdī-zən, -ˈdi-, bē-\
bedlam|\ˈbed-ləm\
bedlams|\ˈbed-ləm\
bedmate|\ˈbed-ˌmāt\
bedmates|\ˈbed-ˌmāt\
bedouin|\ˈbe-də-wən, -dü-ən, ˈbed-wən\
bedouins|\ˈbe-də-wən, -dü-ən, ˈbed-wən\
bedpan|\ˈbed-ˌpan\
bedpans|\ˈbed-ˌpan\
bedplates|\-ˌplāt\
bedpost|\-ˌpōst\
bedposts|\-ˌpōst\
bedraggle|\bi-ˈdra-gəl\
bedraggled|\bi-ˈdra-gəld; bē-\
bedraggles|\bi-ˈdra-gəl\
bedraggling|\bi-ˈdra-gəl\
bedrid|\ˈbed-ˌri-dən\
bedridden|\ˈbed-ˌri-dən\
bedrock|\-ˈräk, -ˌräk\
bedrocks|\-ˈräk, -ˌräk\
bedroll|\-ˌrōl\
bedrolls|\-ˌrōl\
bedroom|\-ˌrüm, -ˌru̇m\
bedrooms|\-ˌrüm, -ˌru̇m\
bedside|\ˈbed-ˌsīd\
bedsides|\ˈbed-ˌsīd\
bedsore|\ˈbed-ˌsȯr\
bedsores|\ˈbed-ˌsȯr\
bedspread|\-ˌspred\
bedspreads|\-ˌspred\
bedspring|\-ˌspriŋ\
bedsprings|\-ˌspriŋ\
bedstead|\ˈbed-ˌsted\
bedsteads|\ˈbed-ˌsted\
bedstraw|\-ˌstrȯ\
bedstraws|\-ˌstrȯ\
bedtime|\-ˌtīm\
bedtimes|\-ˌtīm\
beduins|\ˈbe-də-wən, -dü-ən, ˈbed-wən\
bee|\ˈbē\
beebread|\ˈbē-ˌbred\
beebreads|\ˈbē-ˌbred\
beech|\ˈbēch\
beechen|\ˈbēch\
beeches|\ˈbēch\
beechnut|\-ˌnət\
beechnuts|\-ˌnət\
beef|\ˈbēf\
beefcake|\ˈbēf-ˌkāk\
beefcakes|\ˈbēf-ˌkāk\
beefeater|\ˈbēf-ˌē-tər\
beefeaters|\ˈbēf-ˌē-tər\
beefed|\ˈbēf\
beefier|\ˈbē-fē\
beefiest|\ˈbē-fē\
beefing|\ˈbēf\
beefs|\ˈbēf\
beefsteak|\ˈbēf-ˌstāk\
beefsteaks|\ˈbēf-ˌstāk\
beefy|\ˈbē-fē\
beehive|\ˈbē-ˌhīv\
beehives|\ˈbē-ˌhīv\
beekeeper|\-ˌkē-pər\
beekeepers|\-ˌkē-pər\
beekeeping|\-ˌkē-pər\
beelike|\ˈbē\
beeline|\-ˌlīn\
beelines|\-ˌlīn\
beelzebub|\bē-ˈel-zi-ˌbəb, ˈbēl-zi-, ˈbel-\
beep|\ˈbēp\
beeped|\ˈbēp\
beeper|\ˈbē-pər\
beepers|\ˈbē-pər\
beeping|\ˈbēp\
beeps|\ˈbēp\
beer|\ˈbir\
beerier|\ˈbir-ē\
beeriest|\ˈbir-ē\
beers|\ˈbir\
beery|\ˈbir-ē\
bees|\ˈbē\
beeswax|\ˈbēz-ˌwaks\
beeswaxes|\ˈbēz-ˌwaks\
beet|\ˈbēt\
beethoven|\ˈbā-ˌtō-vən\
beetle|\ˈbē-təl\
beetled|\ˈbē-təl\
beetles|\ˈbē-təl\
beetling|\ˈbē-təl\
beetroot|\ˈbēt-ˌrüt\
beetroots|\ˈbēt-ˌrüt\
beets|\ˈbēt\
befall|\bi-ˈfȯl, bē-\
befallen|\bi-ˈfȯl, bē-\
befalling|\bi-ˈfȯl, bē-\
befalls|\bi-ˈfȯl, bē-\
befell|\bi-ˈfȯl, bē-\
befit|\bi-ˈfit, bē-\
befits|\bi-ˈfit, bē-\
befitted|\bi-ˈfit, bē-\
befitting|\-ˈfi-tiŋ\
befog|\bi-ˈfȯg, -ˈfäg, bē-\
befogged|\bi-ˈfȯg, -ˈfäg, bē-\
befogging|\bi-ˈfȯg, -ˈfäg, bē-\
befogs|\bi-ˈfȯg, -ˈfäg, bē-\
befool|\bi-ˈfül, bē-\
befooled|\bi-ˈfül, bē-\
befooling|\bi-ˈfül, bē-\
befools|\bi-ˈfül, bē-\
before|\bi-ˈfȯr, bē-\
beforehand|\bi-ˈfȯr-ˌhand, bē-\
befoul|\bi-ˈfau̇(-ə)l, bē-\
befouled|\bi-ˈfau̇(-ə)l, bē-\
befouling|\bi-ˈfau̇(-ə)l, bē-\
befouls|\bi-ˈfau̇(-ə)l, bē-\
befriend|\bi-ˈfrend\
befriended|\bi-ˈfrend\
befriending|\bi-ˈfrend\
befriends|\bi-ˈfrend\
befuddle|\bi-ˈfə-dəl, bē-\
befuddled|\bi-ˈfə-dəl, bē-\
befuddlement|\bi-ˈfə-dəl, bē-\
befuddlements|\bi-ˈfə-dəl, bē-\
befuddles|\bi-ˈfə-dəl, bē-\
befuddling|\bi-ˈfə-dəl, bē-\
beg|\ˈbeg\
began|\bi-ˈgin, bē-\
begat|\bi-ˈget, bē-\
beget|\bi-ˈget, bē-\
begets|\bi-ˈget, bē-\
begetter|\bi-ˈget, bē-\
begetters|\bi-ˈget, bē-\
begetting|\bi-ˈget, bē-\
beggar|\ˈbe-gər\
beggared|\ˈbe-gər\
beggaries|\ˈbe-gə-rē\
beggaring|\ˈbe-gər\
beggarliness|\ˈbe-gər-lē\
beggarly|\ˈbe-gər-lē\
beggars|\ˈbe-gər\
beggary|\ˈbe-gə-rē\
begged|\ˈbeg\
begging|\ˈbeg\
begin|\bi-ˈgin, bē-\
beginner|\bi-ˈgi-nər, bē-\
beginners|\bi-ˈgi-nər, bē-\
beginning|\bi-ˈgi-niŋ, bē-\
beginnings|\bi-ˈgi-niŋ, bē-\
begins|\bi-ˈgin, bē-\
begird|\bi-ˈgərd, bē-\
begirt|\bi-ˈgərd, bē-\
begone|\bi-ˈgȯn, -ˈgän, bē-\
begonia|\bi-ˈgō-nyə\
begonias|\bi-ˈgō-nyə\
begorra|\bi-ˈgȯr-ə, -ˈgär-\
begot|\bi-ˈget, bē-\
begotten|\bi-ˈget, bē-\
begrime|\bi-ˈgrīm, bē-\
begrimed|\bi-ˈgrīm, bē-\
begrimes|\bi-ˈgrīm, bē-\
begriming|\bi-ˈgrīm, bē-\
begrudge|\bi-ˈgrəj, bē-\
begrudged|\bi-ˈgrəj, bē-\
begrudges|\bi-ˈgrəj, bē-\
begrudging|\bi-ˈgrəj, bē-\
begrudgingly|\bi-ˈgrəj, bē-\
begs|\ˈbeg\
beguile|\bi-ˈgī(-ə)l, bē-\
beguiled|\bi-ˈgī(-ə)l, bē-\
beguilement|\bi-ˈgī(-ə)l, bē-\
beguilements|\bi-ˈgī(-ə)l, bē-\
beguiler|\bi-ˈgī(-ə)l, bē-\
beguilers|\bi-ˈgī(-ə)l, bē-\
beguiles|\bi-ˈgī(-ə)l, bē-\
beguiling|\bi-ˈgī(-ə)l, bē-\
beguine|\ˈbā-ˌgēn, ˌbā-ˈ\
beguines|\ˈbā-ˌgēn, ˌbā-ˈ\
begum|\ˈbā-gəm, ˈbē-\
begums|\ˈbā-gəm, ˈbē-\
begun|\bi-ˈgin, bē-\
behalf|\bi-ˈhaf, -ˈhäf, bē-\
behave|\bi-ˈhāv, bē-\
behaved|\bi-ˈhāv, bē-\
behaver|\bi-ˈhāv, bē-\
behavers|\bi-ˈhāv, bē-\
behaves|\bi-ˈhāv, bē-\
behaving|\bi-ˈhāv, bē-\
behavior|\bi-ˈhā-vyər, bē-\
behavioral|\bi-ˈhā-vyər, bē-\
behaviorism|\bi-ˈhā-vyə-ˌri-zəm, bē-\
behaviorist|\-vyə-rist\
behavioristic|\bi-ˈhā-vyə-ˌri-zəm, bē-\
behaviorists|\-vyə-rist\
behaviors|\bi-ˈhā-vyər, bē-\
behead|\bi-ˈhed, bē-\
beheaded|\bi-ˈhed, bē-\
beheading|\bi-ˈhed, bē-\
beheads|\bi-ˈhed, bē-\
beheld|\bi-ˈhōld, bē-\
